Server,DATETIME,CPULOAD
CIHAZ_301,2020-05-22 16:30:00+03:00,14.58875
CIHAZ_301,2020-05-22 16:45:00+03:00,14.42
CIHAZ_301,2020-05-22 17:00:00+03:00,14.480416666666668
CIHAZ_301,2020-05-22 17:30:00+03:00,14.281666666666666
CIHAZ_301,2020-05-22 19:00:00+03:00,12.472499999999998
CIHAZ_301,2020-05-22 19:15:00+03:00,11.678333333333333
CIHAZ_301,2020-05-23 00:45:00+03:00,5.05875
CIHAZ_301,2020-05-23 01:00:00+03:00,4.648333333333333
CIHAZ_301,2020-05-23 06:00:00+03:00,2.8808333333333334
CIHAZ_301,2020-05-23 09:30:00+03:00,5.06125
CIHAZ_301,2020-05-23 10:00:00+03:00,5.642083333333333
CIHAZ_301,2020-05-23 10:15:00+03:00,5.822083333333333
CIHAZ_301,2020-05-23 12:30:00+03:00,11.543333333333335
CIHAZ_301,2020-05-24 00:00:00+03:00,5.5441666666666665
CIHAZ_301,2020-05-24 00:45:00+03:00,4.7325
CIHAZ_301,2020-05-24 02:00:00+03:00,5.782916666666666
CIHAZ_301,2020-05-24 03:00:00+03:00,5.711666666666667
CIHAZ_301,2020-05-24 08:15:00+03:00,5.550833333333333
CIHAZ_301,2020-05-24 10:00:00+03:00,11.957083333333335
CIHAZ_301,2020-05-24 10:15:00+03:00,15.044583333333334
CIHAZ_301,2020-05-24 10:30:00+03:00,14.31875
CIHAZ_301,2020-05-24 10:45:00+03:00,15.56
CIHAZ_301,2020-05-24 11:00:00+03:00,17.23375
CIHAZ_301,2020-05-24 11:15:00+03:00,20.239583333333332
CIHAZ_301,2020-05-24 11:30:00+03:00,21.68875
CIHAZ_301,2020-05-24 11:45:00+03:00,23.52625
CIHAZ_301,2020-05-24 12:00:00+03:00,24.563333333333333
CIHAZ_301,2020-05-24 12:15:00+03:00,22.832083333333333
CIHAZ_301,2020-05-24 12:30:00+03:00,23.965833333333336
CIHAZ_301,2020-05-24 12:45:00+03:00,22.314999999999998
CIHAZ_301,2020-05-24 13:00:00+03:00,21.800833333333333
CIHAZ_301,2020-05-24 13:15:00+03:00,21.304583333333333
CIHAZ_301,2020-05-24 13:30:00+03:00,20.490833333333335
CIHAZ_301,2020-05-24 13:45:00+03:00,19.836666666666666
CIHAZ_301,2020-05-24 14:00:00+03:00,19.982916666666664
CIHAZ_301,2020-05-24 14:15:00+03:00,18.095833333333335
CIHAZ_301,2020-05-24 14:30:00+03:00,17.900000000000002
CIHAZ_301,2020-05-24 14:45:00+03:00,17.232499999999998
CIHAZ_301,2020-05-24 15:00:00+03:00,16.285833333333333
CIHAZ_301,2020-05-24 15:15:00+03:00,15.659583333333332
CIHAZ_301,2020-05-24 15:30:00+03:00,16.180833333333332
CIHAZ_301,2020-05-24 15:45:00+03:00,15.342500000000001
CIHAZ_301,2020-05-24 16:00:00+03:00,14.916666666666666
CIHAZ_301,2020-05-24 16:30:00+03:00,16.8675
CIHAZ_301,2020-05-24 17:00:00+03:00,12.837083333333332
CIHAZ_301,2020-05-24 17:15:00+03:00,12.652916666666668
CIHAZ_301,2020-05-24 17:45:00+03:00,12.401666666666666
CIHAZ_301,2020-05-24 18:00:00+03:00,12.307916666666666
CIHAZ_301,2020-05-24 18:15:00+03:00,12.142083333333332
CIHAZ_301,2020-05-24 18:30:00+03:00,11.952083333333334
CIHAZ_301,2020-05-24 18:45:00+03:00,12.004583333333334
CIHAZ_301,2020-05-24 19:00:00+03:00,11.57625
CIHAZ_301,2020-05-25 00:15:00+03:00,5.035416666666666
CIHAZ_301,2020-05-25 00:30:00+03:00,4.5925
CIHAZ_301,2020-05-25 03:15:00+03:00,2.9279166666666665
CIHAZ_301,2020-05-25 03:30:00+03:00,2.7954166666666667
CIHAZ_301,2020-05-25 03:45:00+03:00,2.855833333333333
CIHAZ_301,2020-05-25 04:00:00+03:00,2.7237500000000003
CIHAZ_301,2020-05-25 04:15:00+03:00,2.6629166666666664
CIHAZ_301,2020-05-25 04:30:00+03:00,2.6954166666666666
CIHAZ_301,2020-05-25 04:45:00+03:00,2.80875
CIHAZ_301,2020-05-25 05:00:00+03:00,2.7375000000000003
CIHAZ_301,2020-05-25 05:15:00+03:00,2.671666666666667
CIHAZ_301,2020-05-25 05:30:00+03:00,2.76125
CIHAZ_301,2020-05-25 05:45:00+03:00,2.92125
CIHAZ_301,2020-05-25 06:15:00+03:00,2.9008333333333334
CIHAZ_301,2020-05-25 09:00:00+03:00,4.520416666666667
CIHAZ_301,2020-05-25 09:15:00+03:00,4.8254166666666665
CIHAZ_301,2020-05-25 10:00:00+03:00,5.660416666666666
CIHAZ_301,2020-05-25 23:45:00+03:00,5.65875
CIHAZ_301,2020-05-26 00:30:00+03:00,4.589583333333334
CIHAZ_301,2020-05-26 03:30:00+03:00,2.891666666666667
CIHAZ_301,2020-05-26 04:00:00+03:00,2.8195833333333336
CIHAZ_301,2020-05-26 04:15:00+03:00,2.7675
CIHAZ_301,2020-05-26 04:30:00+03:00,2.779583333333333
CIHAZ_301,2020-05-26 05:00:00+03:00,2.799166666666667
CIHAZ_301,2020-05-26 05:15:00+03:00,2.76125
CIHAZ_301,2020-05-26 05:30:00+03:00,2.8041666666666667
CIHAZ_301,2020-05-26 05:45:00+03:00,2.922916666666667
CIHAZ_301,2020-05-26 06:00:00+03:00,2.8508333333333336
CIHAZ_301,2020-05-26 09:00:00+03:00,4.522083333333334
CIHAZ_301,2020-05-26 09:30:00+03:00,5.070416666666667
CIHAZ_301,2020-05-26 10:00:00+03:00,5.705416666666667
CIHAZ_301,2020-05-26 10:15:00+03:00,5.7612499999999995
CIHAZ_301,2020-05-26 18:15:00+03:00,11.617916666666666
CIHAZ_301,2020-05-27 02:00:00+03:00,3.455833333333333
CIHAZ_301,2020-05-27 02:30:00+03:00,4.60125
CIHAZ_301,2020-05-27 03:15:00+03:00,2.7908333333333335
CIHAZ_301,2020-05-27 03:30:00+03:00,2.8158333333333334
CIHAZ_301,2020-05-27 03:45:00+03:00,2.9133333333333336
CIHAZ_301,2020-05-27 04:00:00+03:00,2.81125
CIHAZ_301,2020-05-27 04:15:00+03:00,2.763333333333333
CIHAZ_301,2020-05-27 04:30:00+03:00,2.795833333333333
CIHAZ_301,2020-05-27 05:00:00+03:00,2.9058333333333333
CIHAZ_301,2020-05-27 05:15:00+03:00,2.8800000000000003
CIHAZ_301,2020-05-27 07:00:00+03:00,4.541666666666667
CIHAZ_301,2020-05-27 07:15:00+03:00,5.050833333333333
CIHAZ_301,2020-05-27 07:30:00+03:00,5.5075
CIHAZ_301,2020-05-27 09:45:00+03:00,11.628333333333332
CIHAZ_301,2020-05-27 10:30:00+03:00,11.805416666666666
CIHAZ_301,2020-05-27 10:45:00+03:00,12.464583333333332
CIHAZ_301,2020-05-27 11:00:00+03:00,12.835
CIHAZ_301,2020-05-27 11:15:00+03:00,12.924166666666666
CIHAZ_301,2020-05-27 12:45:00+03:00,14.524583333333332
CIHAZ_301,2020-05-27 13:00:00+03:00,14.53625
CIHAZ_301,2020-05-27 13:15:00+03:00,14.51375
CIHAZ_301,2020-05-27 13:30:00+03:00,14.703333333333333
CIHAZ_301,2020-05-27 13:45:00+03:00,14.991666666666667
CIHAZ_301,2020-05-27 14:00:00+03:00,14.896666666666667
CIHAZ_301,2020-05-27 14:15:00+03:00,14.775833333333333
CIHAZ_301,2020-05-27 14:30:00+03:00,14.659999999999998
CIHAZ_301,2020-05-27 14:45:00+03:00,14.784166666666666
CIHAZ_301,2020-05-27 15:00:00+03:00,14.860416666666666
CIHAZ_301,2020-05-27 15:15:00+03:00,14.629583333333334
CIHAZ_301,2020-05-27 15:30:00+03:00,14.490416666666667
CIHAZ_301,2020-05-27 15:45:00+03:00,14.883333333333333
CIHAZ_301,2020-05-27 16:00:00+03:00,18.431250000000002
CIHAZ_301,2020-05-27 18:30:00+03:00,12.7175
CIHAZ_301,2020-05-27 18:45:00+03:00,12.751666666666667
CIHAZ_301,2020-05-27 19:00:00+03:00,12.197083333333333
CIHAZ_301,2020-05-27 19:15:00+03:00,11.67125
CIHAZ_301,2020-05-27 19:30:00+03:00,11.566666666666668
CIHAZ_301,2020-05-28 00:15:00+03:00,5.052916666666667
CIHAZ_301,2020-05-28 00:30:00+03:00,4.5841666666666665
CIHAZ_301,2020-05-28 02:30:00+03:00,2.90375
CIHAZ_301,2020-05-28 03:15:00+03:00,2.7720833333333332
CIHAZ_301,2020-05-28 03:30:00+03:00,2.7737499999999997
CIHAZ_301,2020-05-28 03:45:00+03:00,2.7741666666666664
CIHAZ_301,2020-05-28 04:00:00+03:00,2.655416666666667
CIHAZ_301,2020-05-28 04:15:00+03:00,2.6625
CIHAZ_301,2020-05-28 04:30:00+03:00,2.6908333333333334
CIHAZ_301,2020-05-28 04:45:00+03:00,2.8000000000000003
CIHAZ_301,2020-05-28 05:00:00+03:00,2.7470833333333338
CIHAZ_301,2020-05-28 05:15:00+03:00,2.8545833333333337
CIHAZ_301,2020-05-28 07:30:00+03:00,5.199166666666667
CIHAZ_301,2020-05-28 07:45:00+03:00,5.66875
CIHAZ_301,2020-05-28 10:45:00+03:00,11.567916666666667
CIHAZ_301,2020-05-28 11:00:00+03:00,11.9375
CIHAZ_301,2020-05-28 11:15:00+03:00,12.164166666666667
CIHAZ_301,2020-05-28 11:30:00+03:00,12.545833333333334
CIHAZ_301,2020-05-28 11:45:00+03:00,12.923333333333334
CIHAZ_301,2020-05-28 12:45:00+03:00,14.735833333333334
CIHAZ_301,2020-05-28 13:45:00+03:00,17.065833333333334
CIHAZ_301,2020-05-28 14:00:00+03:00,14.3125
CIHAZ_301,2020-05-28 14:15:00+03:00,14.343333333333334
CIHAZ_301,2020-05-28 14:30:00+03:00,14.316666666666665
CIHAZ_301,2020-05-28 14:45:00+03:00,14.275416666666667
CIHAZ_301,2020-05-28 18:15:00+03:00,12.762500000000001
CIHAZ_301,2020-05-28 18:30:00+03:00,12.554583333333333
CIHAZ_301,2020-05-28 18:45:00+03:00,12.524583333333332
CIHAZ_301,2020-05-28 19:00:00+03:00,12.127916666666666
CIHAZ_301,2020-05-28 19:15:00+03:00,11.52375
CIHAZ_301,2020-05-28 20:00:00+03:00,14.345416666666667
CIHAZ_301,2020-05-28 21:00:00+03:00,11.932916666666666
CIHAZ_301,2020-05-29 00:30:00+03:00,4.617916666666667
CIHAZ_301,2020-05-29 01:30:00+03:00,3.4466666666666668
CIHAZ_301,2020-05-29 03:15:00+03:00,5.807083333333334
CIHAZ_301,2020-05-29 03:30:00+03:00,2.9279166666666665
CIHAZ_301,2020-05-29 04:00:00+03:00,2.8216666666666668
CIHAZ_301,2020-05-29 04:30:00+03:00,2.813333333333333
CIHAZ_301,2020-05-29 05:00:00+03:00,2.8633333333333333
CIHAZ_301,2020-05-29 05:15:00+03:00,2.925416666666667
CIHAZ_301,2020-05-29 10:30:00+03:00,14.822916666666666
CIHAZ_301,2020-05-29 10:45:00+03:00,12.458333333333334
CIHAZ_301,2020-05-29 11:00:00+03:00,12.802916666666667
CIHAZ_301,2020-05-29 11:30:00+03:00,14.336666666666666
CIHAZ_301,2020-05-29 13:15:00+03:00,14.410833333333334
CIHAZ_301,2020-05-29 13:30:00+03:00,15.125
CIHAZ_301,2020-05-29 13:45:00+03:00,15.489166666666668
CIHAZ_301,2020-05-29 14:00:00+03:00,15.508333333333333
CIHAZ_301,2020-05-29 14:15:00+03:00,15.30375
CIHAZ_301,2020-05-29 14:30:00+03:00,15.330833333333333
CIHAZ_301,2020-05-29 14:45:00+03:00,15.259583333333333
CIHAZ_301,2020-05-29 15:00:00+03:00,15.01375
CIHAZ_301,2020-05-29 15:15:00+03:00,14.954583333333334
CIHAZ_301,2020-05-29 15:30:00+03:00,15.056666666666667
CIHAZ_301,2020-05-29 15:45:00+03:00,14.85375
CIHAZ_301,2020-05-29 16:00:00+03:00,14.832083333333335
CIHAZ_301,2020-05-29 16:15:00+03:00,14.497916666666667
CIHAZ_301,2020-05-29 16:30:00+03:00,14.479583333333332
CIHAZ_301,2020-05-29 16:45:00+03:00,14.597083333333332
CIHAZ_301,2020-05-29 17:00:00+03:00,14.439583333333333
CIHAZ_301,2020-05-29 17:15:00+03:00,14.3375
CIHAZ_301,2020-05-29 17:45:00+03:00,18.12625
CIHAZ_301,2020-05-29 19:15:00+03:00,12.41625
CIHAZ_301,2020-05-29 19:30:00+03:00,12.128333333333332
CIHAZ_301,2020-05-29 19:45:00+03:00,11.772916666666667
CIHAZ_301,2020-05-30 03:15:00+03:00,2.783333333333333
CIHAZ_301,2020-05-30 03:30:00+03:00,2.7691666666666666
CIHAZ_301,2020-05-30 03:45:00+03:00,2.8041666666666667
CIHAZ_301,2020-05-30 04:00:00+03:00,2.645
CIHAZ_301,2020-05-30 04:15:00+03:00,2.5987500000000003
CIHAZ_301,2020-05-30 04:30:00+03:00,2.669583333333333
CIHAZ_301,2020-05-30 04:45:00+03:00,2.7795833333333335
CIHAZ_301,2020-05-30 05:00:00+03:00,2.657083333333333
CIHAZ_301,2020-05-30 05:15:00+03:00,2.7591666666666668
CIHAZ_301,2020-05-30 05:30:00+03:00,2.8129166666666667
CIHAZ_301,2020-05-30 07:15:00+03:00,4.729166666666667
CIHAZ_301,2020-05-30 07:45:00+03:00,4.623333333333333
CIHAZ_301,2020-05-30 08:45:00+03:00,5.664583333333333
CIHAZ_301,2020-05-30 14:00:00+03:00,11.654166666666667
CIHAZ_301,2020-05-30 14:30:00+03:00,12.7425
CIHAZ_301,2020-05-30 16:00:00+03:00,11.51
CIHAZ_301,2020-05-30 23:45:00+03:00,5.65625
CIHAZ_305,2020-05-15 00:15:00+03:00,9.2175
CIHAZ_305,2020-05-15 02:15:00+03:00,9.09875
CIHAZ_305,2020-05-15 04:00:00+03:00,4.867916666666667
CIHAZ_305,2020-05-15 06:30:00+03:00,4.8025
CIHAZ_305,2020-05-15 08:00:00+03:00,9.029166666666667
CIHAZ_305,2020-05-15 11:00:00+03:00,24.447083333333335
CIHAZ_305,2020-05-15 11:15:00+03:00,24.013333333333335
CIHAZ_305,2020-05-15 11:30:00+03:00,24.641666666666666
CIHAZ_305,2020-05-15 11:45:00+03:00,25.651666666666667
CIHAZ_305,2020-05-15 12:45:00+03:00,26.74083333333333
CIHAZ_305,2020-05-15 13:45:00+03:00,29.684583333333332
CIHAZ_305,2020-05-15 14:00:00+03:00,29.54625
CIHAZ_305,2020-05-15 14:15:00+03:00,29.685
CIHAZ_305,2020-05-15 14:30:00+03:00,29.671666666666667
CIHAZ_305,2020-05-15 14:45:00+03:00,29.52916666666667
CIHAZ_305,2020-05-15 15:45:00+03:00,31.4275
CIHAZ_305,2020-05-15 16:45:00+03:00,29.864583333333332
CIHAZ_305,2020-05-15 18:15:00+03:00,26.228333333333335
CIHAZ_305,2020-05-15 18:30:00+03:00,25.316666666666666
CIHAZ_305,2020-05-15 18:45:00+03:00,25.075833333333332
CIHAZ_305,2020-05-15 19:00:00+03:00,23.917916666666667
CIHAZ_305,2020-05-16 00:15:00+03:00,9.318333333333333
CIHAZ_305,2020-05-16 05:00:00+03:00,3.7745833333333336
CIHAZ_305,2020-05-16 05:15:00+03:00,4.804166666666666
CIHAZ_305,2020-05-16 05:30:00+03:00,3.7441666666666666
CIHAZ_305,2020-05-16 07:00:00+03:00,4.830416666666667
CIHAZ_305,2020-05-16 09:00:00+03:00,8.6175
CIHAZ_305,2020-05-17 00:00:00+03:00,9.233333333333333
CIHAZ_305,2020-05-17 00:15:00+03:00,8.645833333333334
CIHAZ_305,2020-05-17 05:15:00+03:00,3.703333333333333
CIHAZ_305,2020-05-17 05:30:00+03:00,3.7066666666666666
CIHAZ_305,2020-05-17 07:30:00+03:00,4.9575
CIHAZ_305,2020-05-17 10:00:00+03:00,8.791666666666666
CIHAZ_305,2020-05-17 10:30:00+03:00,9.169166666666667
CIHAZ_305,2020-05-18 00:00:00+03:00,8.95125
CIHAZ_305,2020-05-18 00:15:00+03:00,8.5625
CIHAZ_305,2020-05-18 03:45:00+03:00,5.000416666666667
CIHAZ_305,2020-05-18 05:00:00+03:00,3.6999999999999997
CIHAZ_305,2020-05-18 05:15:00+03:00,3.7129166666666666
CIHAZ_305,2020-05-18 05:30:00+03:00,3.6950000000000003
CIHAZ_305,2020-05-18 06:45:00+03:00,4.829166666666667
CIHAZ_305,2020-05-18 08:00:00+03:00,9.1825
CIHAZ_305,2020-05-18 09:00:00+03:00,11.0025
CIHAZ_305,2020-05-18 15:15:00+03:00,24.091250000000002
CIHAZ_305,2020-05-18 23:15:00+03:00,11.16625
CIHAZ_305,2020-05-18 23:30:00+03:00,11.165416666666667
CIHAZ_305,2020-05-19 00:15:00+03:00,8.622916666666667
CIHAZ_305,2020-05-19 05:30:00+03:00,3.7641666666666667
CIHAZ_305,2020-05-19 06:45:00+03:00,4.730416666666667
CIHAZ_305,2020-05-19 07:00:00+03:00,4.891666666666667
CIHAZ_305,2020-05-19 08:45:00+03:00,8.61375
CIHAZ_305,2020-05-19 09:30:00+03:00,11.273333333333333
CIHAZ_305,2020-05-19 14:45:00+03:00,22.564999999999998
CIHAZ_305,2020-05-19 15:00:00+03:00,23.03833333333333
CIHAZ_305,2020-05-19 15:15:00+03:00,22.477500000000003
CIHAZ_305,2020-05-19 15:30:00+03:00,22.70375
CIHAZ_305,2020-05-19 15:45:00+03:00,22.947916666666668
CIHAZ_305,2020-05-19 16:00:00+03:00,22.71166666666667
CIHAZ_305,2020-05-19 16:15:00+03:00,22.83666666666667
CIHAZ_305,2020-05-19 16:30:00+03:00,22.596249999999998
CIHAZ_305,2020-05-19 17:00:00+03:00,22.464583333333334
CIHAZ_305,2020-05-19 18:15:00+03:00,22.760833333333334
CIHAZ_305,2020-05-19 19:15:00+03:00,22.599999999999998
CIHAZ_305,2020-05-19 20:45:00+03:00,22.36125
CIHAZ_305,2020-05-19 21:00:00+03:00,24.710833333333337
CIHAZ_305,2020-05-19 21:15:00+03:00,25.175
CIHAZ_305,2020-05-19 21:30:00+03:00,23.031666666666666
CIHAZ_305,2020-05-20 00:00:00+03:00,11.135833333333332
CIHAZ_305,2020-05-20 00:30:00+03:00,9.260416666666666
CIHAZ_305,2020-05-20 00:45:00+03:00,8.542916666666667
CIHAZ_305,2020-05-20 07:45:00+03:00,8.673333333333334
CIHAZ_305,2020-05-20 08:30:00+03:00,11.084166666666667
CIHAZ_305,2020-05-20 10:45:00+03:00,22.694999999999997
CIHAZ_305,2020-05-20 11:00:00+03:00,24.39625
CIHAZ_305,2020-05-20 11:15:00+03:00,24.732083333333332
CIHAZ_305,2020-05-20 11:30:00+03:00,25.9475
CIHAZ_305,2020-05-20 13:30:00+03:00,29.544166666666666
CIHAZ_305,2020-05-20 13:45:00+03:00,29.884583333333335
CIHAZ_305,2020-05-20 14:00:00+03:00,29.811666666666667
CIHAZ_305,2020-05-20 14:15:00+03:00,29.34166666666667
CIHAZ_305,2020-05-20 15:15:00+03:00,28.944166666666664
CIHAZ_305,2020-05-20 16:00:00+03:00,31.24291666666667
CIHAZ_305,2020-05-20 17:00:00+03:00,29.12625
CIHAZ_305,2020-05-20 18:15:00+03:00,25.379166666666666
CIHAZ_305,2020-05-20 18:30:00+03:00,25.022499999999997
CIHAZ_305,2020-05-20 18:45:00+03:00,24.85375
CIHAZ_305,2020-05-20 19:00:00+03:00,24.08375
CIHAZ_305,2020-05-21 00:30:00+03:00,8.878333333333334
CIHAZ_305,2020-05-21 08:00:00+03:00,9.120416666666667
CIHAZ_305,2020-05-21 11:30:00+03:00,24.580416666666665
CIHAZ_305,2020-05-21 11:45:00+03:00,24.38
CIHAZ_305,2020-05-21 12:00:00+03:00,25.49291666666667
CIHAZ_305,2020-05-21 12:15:00+03:00,25.4375
CIHAZ_305,2020-05-21 12:30:00+03:00,25.17958333333333
CIHAZ_305,2020-05-21 13:00:00+03:00,25.619583333333335
CIHAZ_305,2020-05-21 13:15:00+03:00,25.682916666666667
CIHAZ_305,2020-05-21 13:30:00+03:00,25.883333333333336
CIHAZ_305,2020-05-21 13:45:00+03:00,29.12125
CIHAZ_305,2020-05-21 18:00:00+03:00,26.061666666666667
CIHAZ_305,2020-05-21 18:15:00+03:00,24.640833333333333
CIHAZ_305,2020-05-21 18:30:00+03:00,23.985833333333332
CIHAZ_305,2020-05-21 18:45:00+03:00,23.84875
CIHAZ_305,2020-05-21 19:00:00+03:00,23.374583333333334
CIHAZ_305,2020-05-22 00:30:00+03:00,8.953333333333333
CIHAZ_305,2020-05-22 03:15:00+03:00,8.556666666666667
CIHAZ_305,2020-05-22 08:00:00+03:00,9.048333333333334
CIHAZ_305,2020-05-22 10:30:00+03:00,23.133750000000003
CIHAZ_305,2020-05-22 11:00:00+03:00,24.218333333333334
CIHAZ_305,2020-05-22 11:15:00+03:00,25.084999999999997
CIHAZ_305,2020-05-22 11:30:00+03:00,25.94541666666667
